"tax_date","cdi_rate_pct","selic_rate_pct","ibov_points_count","ibov_var_pct","ifix_points_count","ifix_var_pct","ifil_points_count","ifil_var_pct","usd_buy_amt","usd_sell_amt","usd_var_pct","eur_buy_amt","eur_sell_amt","eur_var_pct","created_at","updated_at"
"2024-11-11 00:00:00","11.25","11.25","127698","-0.14","3155","-0.42","1395","-0.44","5.75","5.75","-0.03","6.11","6.11","-0.06","2024-11-13 00:00:00","2024-11-27 00:00:00"
"2024-11-08 00:00:00","11.25","11.25","127874","0.03","3168","-0.87","1401","-0.95","5.76","5.76","0.00","6.14","6.14","0.01","2024-11-12 00:00:00","2024-11-27 00:00:00"
"2024-11-07 00:00:00","11.25","11.25","127830","-1.43","3196","0.37","1415","0.42","5.74","5.74","0.03","6.15","6.15","0.05","2024-11-09 00:00:00","2024-11-27 00:00:00"
"2024-11-06 00:00:00","10.75","10.75","129682","-0.51","3184","0.14","1409","0.12","5.69","5.69","-0.02","6.15","6.15","0.00","2024-11-08 00:00:00","2024-11-27 00:00:00"
"2024-11-05 00:00:00","10.75","10.75","130341","-0.24","3180","-0.24","1407","-0.26","5.68","5.68","-0.03","6.09","6.09","0.00","2024-11-07 00:00:00","2024-11-27 00:00:00"
"2024-11-04 00:00:00","10.75","10.75","130661","0.11","3188","0.02","1410","0.06","5.75","5.75","-0.02","6.27","6.27","-0.26","2024-11-06 00:00:00","2024-11-27 00:00:00"
"2024-11-01 00:00:00","10.75","10.75","130515","1.87","3187","-0.35","1410","-0.37","5.79","5.79","0.07","6.30","6.30","0.06","2024-11-05 00:00:00","2024-11-27 00:00:00"
"2024-10-31 00:00:00","10.75","10.75","128121","-1.23","3198","-0.20","1415","-0.14","5.87","5.87","0.02","6.36","6.39","0.00","2024-11-02 00:00:00","2024-11-27 00:00:00"
"2024-10-30 00:00:00","10.75","10.75","129713","-0.71","3205","-0.06","1417","-0.14","5.79","5.79","-0.02","6.30","6.31","0.00","2024-11-01 00:00:00","2024-11-27 00:00:00"
"2024-10-29 00:00:00","10.75","10.75","130639","-0.07","3207","0.31","1419","0.39","5.77","5.77","0.04","6.26","6.26","0.00","2024-10-31 00:00:00","2024-11-27 00:00:00"
"2024-10-28 00:00:00","10.75","10.75","130730","-0.37","3197","0.23","1413","0.16","5.76","5.76","-0.04","6.23","6.23","0.00","2024-10-30 00:00:00","2024-11-27 00:00:00"
"2024-10-24 00:00:00","10.75","10.75","131213","1.02","3190","0.26","1411","0.31","5.71","5.71","0.02","6.17","6.18","0.00","2024-10-26 00:00:00","2024-11-27 00:00:00"
"2024-10-23 00:00:00","10.75","10.75","130067","0.65","3169","-0.32","1401","-0.36","5.67","5.67","0.02","6.13","6.13","0.00","2024-10-25 00:00:00","2024-11-27 00:00:00"
"2024-10-22 00:00:00","10.75","10.75","129233","-0.55","3179","-0.89","1406","-0.90","5.69","5.69","-0.08","6.15","6.14","-0.70","2024-10-23 00:00:00","2024-11-27 00:00:00"
"2024-10-21 00:00:00","10.75","10.75","130499","-0.22","3236","0.18","1418","-0.33","5.69","5.69","0.00","6.19","6.19","0.00","2024-10-23 00:00:00","2024-11-27 00:00:00"
"2024-10-18 00:00:00","10.75","10.75","130499","-0.22","3236","0.18","1423","-0.57","5.69","5.69","0.00","6.19","6.19","0.00","2024-10-22 00:00:00","2024-11-27 00:00:00"
"2024-10-17 00:00:00","10.75","10.75","130499","-0.22","3236","0.18","1431","0.19","5.69","5.69","0.00","6.19","6.19","0.00","2024-10-18 00:00:00","2024-11-27 00:00:00"
"2024-10-16 00:00:00","10.75","10.75","130793","-0.73","3230","-0.10","1428","-0.07","5.65","5.65","-0.02","6.13","6.12","0.00","2024-10-18 00:00:00","2024-11-27 00:00:00"
"2024-10-15 00:00:00","10.75","10.75","131750","0.54","3234","0.00","1428","-0.07","5.67","5.67","0.08","6.15","6.16","0.00","2024-10-17 00:00:00","2024-11-27 00:00:00"
"2024-10-14 00:00:00","10.75","10.75","131043","0.03","3234","0.17","1429","0.02","5.65","5.65","-0.02","6.16","6.16","0.00","2024-10-16 00:00:00","2024-11-27 00:00:00"
"2024-10-11 00:00:00","10.75","10.75","131005","0.78","3228","0.36","1429","0.21","5.60","5.60","0.04","6.11","6.11","0.05","2024-10-15 00:00:00","2024-11-27 00:00:00"
"2024-10-10 00:00:00","10.75","10.75","129992","-0.28","3217","0.22","1426","0.33","5.61","5.61","0.00","6.14","6.14","0.00","2024-10-11 00:00:00","2024-11-27 00:00:00"
"2024-10-09 00:00:00","10.75","10.75","130353","0.30","3210","-0.69","1418","-0.69","5.58","5.58","0.00","6.10","6.10","-0.02","2024-10-11 00:00:00","2024-11-27 00:00:00"
"2024-10-08 00:00:00","10.75","10.75","129962","-1.18","3232","-0.76","1428","-0.79","5.60","5.60","-0.02","6.12","6.12","-0.01","2024-10-10 00:00:00","2024-11-27 00:00:00"
"2024-10-07 00:00:00","10.75","10.75","131512","-0.38","3257","-0.57","1440","-0.55","5.54","5.54","0.00","6.08","6.08","0.01","2024-10-09 00:00:00","2024-11-27 00:00:00"
"2024-10-04 00:00:00","10.75","10.75","132018","0.17","3276","-0.02","1448","0.00","5.50","5.50","0.05","6.03","6.04","0.08","2024-10-08 00:00:00","2024-11-27 00:00:00"
"2024-10-02 00:00:00","10.75","10.75","131792","0.09","3276","0.14","1448","0.17","5.46","5.46","0.00","5.99","5.99","-0.01","2024-10-04 00:00:00","2024-11-27 00:00:00"
"2024-10-01 00:00:00","10.75","10.75","133515","0.77","3279","0.02","1448","0.04","5.44","5.44","-0.01","6.01","6.01","-0.04","2024-10-03 00:00:00","2024-11-27 00:00:00"
"2024-09-30 00:00:00","10.75","10.75","132495","0.51","3278","-0.84","1447","-0.77","5.43","5.43","-0.10","6.01","6.01","-0.10","2024-10-02 00:00:00","2024-11-27 00:00:00"
"2024-09-27 00:00:00","10.75","10.75","131816","-0.69","3306","-0.10","1459","-0.15","5.45","5.45","0.01","6.07","6.07","0.08","2024-10-01 00:00:00","2024-11-27 00:00:00"
"2024-09-26 00:00:00","10.75","10.75","132730","-0.21","3309","0.46","1461","0.46","5.43","5.43","0.00","6.07","6.07","0.00","2024-09-28 00:00:00","2024-11-27 00:00:00"
"2024-09-24 00:00:00","10.75","10.75","131586","-0.43","3294","-0.30","1454","-0.29","5.48","5.48","0.01","6.09","6.09","0.01","2024-09-26 00:00:00","2024-11-27 00:00:00"
"2024-09-23 00:00:00","10.75","10.75","132156","1.22","3304","-0.25","1458","-0.27","5.45","5.45","-0.04","6.10","6.10","0.03","2024-09-25 00:00:00","2024-11-27 00:00:00"
"2024-09-20 00:00:00","10.75","10.75","130568","-0.38","3312","-0.65","1462","-0.66","5.54","5.54","-0.02","6.15","6.15","-0.05","2024-09-24 00:00:00","2024-11-27 00:00:00"
"2024-09-19 00:00:00","10.75","10.75","131065","-1.55","3334","-0.21","1471","-0.21","5.51","5.51","0.00","6.16","6.16","0.00","2024-09-21 00:00:00","2024-11-27 00:00:00"
"2024-09-18 00:00:00","10.50","10.50","133123","-0.47","3341","-0.28","1474","-0.29","5.43","5.43","-0.02","6.05","6.06","-0.03","2024-09-20 00:00:00","2024-11-27 00:00:00"
"2024-09-16 00:00:00","10.50","10.50","133748","-0.90","3350","-0.10","1479","-0.10","5.46","5.46","-0.03","6.08","6.08","0.01","2024-09-19 00:00:00","2024-11-27 00:00:00"
"2024-09-12 00:00:00","10.50","10.50","134960","-0.12","3354","-0.21","1480","-0.23","5.48","5.48","0.06","6.10","6.10","0.09","2024-09-13 00:00:00","2024-11-27 00:00:00"
"2024-09-11 00:00:00","10.50","10.50","134029","-0.48","3358","-0.26","1487","-0.14","5.63","5.63","-0.68","6.23","6.23","0.11","2024-09-12 00:00:00","2024-11-27 00:00:00"
"2024-09-10 00:00:00","10.50","10.50","134677","0.27","3367","-0.14","1487","-0.14","5.67","5.67","0.06","6.22","6.22","0.00","2024-09-12 00:00:00","2024-11-27 00:00:00"
"2024-09-09 00:00:00","10.50","10.50","134320","-0.31","3372","-0.31","1489","-0.33","5.66","5.66","0.01","6.23","6.24","0.00","2024-09-11 00:00:00","2024-11-27 00:00:00"
"2024-09-06 00:00:00","10.50","10.50","134737","0.12","3382","-0.13","1494","-0.13","5.59","5.59","0.04","6.18","6.17","0.00","2024-09-10 00:00:00","2024-11-27 00:00:00"
"2024-09-05 00:00:00","10.50","10.50","134572","-1.41","3387","0.12","1496","0.15","5.60","5.60","0.00","6.20","6.21","0.00","2024-09-06 00:00:00","2024-11-27 00:00:00"
"2024-09-03 00:00:00","10.50","10.50","136111","1.31","3385","0.05","1494","-0.18","5.64","5.64","-0.07","6.24","6.26","0.08","2024-09-04 00:00:00","2024-11-27 00:00:00"
"2024-09-02 00:00:00","10.50","10.50","134353","-0.41","3384","-0.17","1494","-0.18","5.65","5.65","0.03","6.23","6.24","0.00","2024-09-04 00:00:00","2024-11-27 00:00:00"
"2024-08-30 00:00:00","10.50","10.50","134906","-0.81","3389","-0.12","1496","-0.15","5.62","5.62","0.01","6.22","6.22","0.00","2024-09-03 00:00:00","2024-11-27 00:00:00"
"2024-08-29 00:00:00","10.50","10.50","136004","-0.03","3394","0.23","1499","0.19","5.61","5.61","0.00","6.23","6.21","0.00","2024-08-31 00:00:00","2024-11-27 00:00:00"
"2024-08-28 00:00:00","10.50","10.50","136041","-0.95","3386","0.12","1496","0.12","5.63","5.63","-0.04","6.23","6.24","0.00","2024-08-30 00:00:00","2024-11-27 00:00:00"
"2024-08-27 00:00:00","10.50","10.50","137344","0.42","3382","-0.07","1494","-0.07","5.56","5.56","-0.02","6.19","6.19","0.00","2024-08-29 00:00:00","2024-11-27 00:00:00"
"2024-08-26 00:00:00","10.50","10.50","136776","-0.08","3384","-0.09","1495","-0.10","5.51","5.51","0.02","6.16","6.16","0.01","2024-08-28 00:00:00","2024-11-27 00:00:00"
"2024-08-23 00:00:00","10.50","10.50","136889","0.94","3387","-0.05","1497","-0.06","5.50","5.50","-0.01","6.14","6.14","0.01","2024-08-27 00:00:00","2024-11-27 00:00:00"
"2024-08-22 00:00:00","10.50","10.50","135608","0.32","3388","0.29","1497","0.30","5.49","5.49","0.00","6.15","6.15","0.00","2024-08-24 00:00:00","2024-11-27 00:00:00"
"2024-08-21 00:00:00","10.50","10.50","135173","-0.95","3379","-0.09","1493","-0.10","5.59","5.59","0.07","6.22","6.22","0.09","2024-08-23 00:00:00","2024-11-27 00:00:00"
"2024-08-20 00:00:00","10.50","10.50","136464","0.28","3382","-0.02","1494","-0.03","5.48","5.48","-0.02","6.12","6.12","0.01","2024-08-22 00:00:00","2024-11-27 00:00:00"
"2024-08-19 00:00:00","10.50","10.50","136087","0.23","3383","0.01","1495","0.02","5.48","5.48","-0.05","6.10","6.10","-0.06","2024-08-21 00:00:00","2024-11-27 00:00:00"
"2024-08-16 00:00:00","10.50","10.50","135778","1.36","3382","-0.10","1495","-0.12","5.41","5.41","-0.05","5.99","6.00","-0.06","2024-08-20 00:00:00","2024-11-27 00:00:00"
"2024-08-15 00:00:00","10.50","10.50","133953","-0.15","3385","0.34","1496","0.33","5.47","5.47","0.00","6.04","6.04","0.00","2024-08-17 00:00:00","2024-11-27 00:00:00"
"2024-08-14 00:00:00","10.50","10.50","134153","0.63","3374","0.32","1492","0.34","5.49","5.49","0.06","6.02","6.02","0.04","2024-08-16 00:00:00","2024-11-27 00:00:00"
"2024-08-13 00:00:00","10.50","10.50","133318","0.69","3363","0.24","1486","0.25","5.47","5.47","-0.05","6.03","6.03","-0.05","2024-08-15 00:00:00","2024-11-27 00:00:00"
"2024-08-12 00:00:00","10.50","10.50","132398","0.98","3355","0.09","1483","0.09","5.46","5.46","0.06","6.00","6.00","0.10","2024-08-14 00:00:00","2024-11-27 00:00:00"
"2024-08-09 00:00:00","10.50","10.50","131116","0.38","3352","0.07","1481","0.05","5.49","5.49","-0.08","6.01","6.01","-0.08","2024-08-13 00:00:00","2024-11-27 00:00:00"
"2024-08-08 00:00:00","10.50","10.50","130615","1.52","3350","0.15","1481","0.17","5.51","5.51","0.00","6.02","6.01","0.00","2024-08-09 00:00:00","2024-11-27 00:00:00"
"2024-08-07 00:00:00","10.50","10.50","128661","0.90","3345","-0.13","1478","-0.15","5.55","5.55","-0.01","6.06","6.06","-0.03","2024-08-09 00:00:00","2024-11-27 00:00:00"
"2024-08-06 00:00:00","10.50","10.50","127514","0.99","3349","0.06","1480","0.07","5.64","5.64","0.01","6.16","6.16","0.07","2024-08-08 00:00:00","2024-11-27 00:00:00"
"2024-08-05 00:00:00","10.50","10.50","126267","0.80","3347","-0.16","1479","-0.17","5.66","5.66","-0.02","6.18","6.18","-0.04","2024-08-07 00:00:00","2024-11-27 00:00:00"
"2024-08-02 00:00:00","10.50","10.50","125270","-0.46","3353","-0.48","1482","-0.49","5.72","5.72","0.01","6.27","6.27","0.05","2024-08-06 00:00:00","2024-11-27 00:00:00"
"2024-08-01 00:00:00","10.50","10.50","125854","-1.21","3369","0.10","1489","0.16","5.73","5.73","0.00","6.26","6.26","-0.01","2024-08-02 00:00:00","2024-11-27 00:00:00"
"2024-07-31 00:00:00","10.50","10.50","127395","-0.20","3366","0.02","1487","0.01","5.75","5.75","0.01","6.21","6.21","-0.02","2024-08-02 00:00:00","2024-11-27 00:00:00"
"2024-07-30 00:00:00","10.50","10.50","127652","1.20","3365","0.19","1486","0.19","5.66","5.66","0.01","6.12","6.12","-0.02","2024-08-01 00:00:00","2024-11-27 00:00:00"
"2024-07-29 00:00:00","10.50","10.50","126139","-0.64","3358","0.15","1486","0.19","5.61","5.61","0.01","6.07","6.07","-0.01","2024-07-30 00:00:00","2024-11-27 00:00:00"
"2024-07-26 00:00:00","10.50","10.50","126954","-0.42","3353","-0.67","0","0.00","5.62","5.62","0.00","6.08","6.08","-0.01","2024-07-30 00:00:00","2024-11-27 00:00:00"
"2024-07-25 00:00:00","10.50","10.50","127492","1.22","3376","0.03","0","0.00","5.66","5.66","0.00","6.15","6.15","0.00","2024-07-27 00:00:00","2024-11-27 00:00:00"
"2024-07-24 00:00:00","10.50","10.50","125954","-0.37","3375","-0.19","0","0.00","5.64","5.64","-0.21","6.12","6.12","-0.15","2024-07-25 00:00:00","2024-11-27 00:00:00"
"2024-07-23 00:00:00","10.50","10.50","126423","-0.13","3382","-0.14","0","0.00","5.66","5.66","1.18","6.13","6.13","1.02","2024-07-25 00:00:00","2024-11-27 00:00:00"
"2024-07-22 00:00:00","10.50","10.50","126590","-0.99","3386","-0.14","0","0.00","5.59","5.59","-0.03","6.06","6.06","-0.08","2024-07-24 00:00:00","2024-11-27 00:00:00"
"2024-07-19 00:00:00","10.50","10.50","127860","0.19","3391","-0.02","0","0.00","5.57","5.57","-0.50","6.07","6.07","-0.51","2024-07-22 00:00:00","2024-11-27 00:00:00"
"2024-07-18 00:00:00","10.50","10.50","127616","-0.03","3392","0.27","0","0.00","5.60","5.60","0.00","6.10","6.10","0.00","2024-07-19 00:00:00","2024-11-27 00:00:00"
"2024-07-16 00:00:00","10.50","10.50","127652","-1.39","3383","-0.16","0","0.00","5.55","5.55","-0.08","6.04","6.04","-0.08","2024-07-19 00:00:00","2024-11-27 00:00:00"
"2024-07-12 00:00:00","10.50","10.50","129450","0.26","3388","0.15","0","0.00","5.49","5.49","1.08","6.00","6.00","1.46","2024-07-15 00:00:00","2024-11-27 00:00:00"
"2024-07-11 00:00:00","10.50","10.50","128897","0.47","3370","0.58","0","0.00","5.43","5.43","0.00","5.93","5.93","0.00","2024-07-12 00:00:00","2024-11-27 00:00:00"
"2024-07-10 00:00:00","10.50","10.50","128294","0.85","3351","0.05","0","0.00","5.44","5.44","0.42","5.91","5.91","0.77","2024-07-11 00:00:00","2024-11-27 00:00:00"
"2024-07-09 00:00:00","10.50","10.50","127218","0.09","3349","0.00","0","0.00","5.42","5.42","-0.01","5.87","5.87","0.04","2024-07-11 00:00:00","2024-11-27 00:00:00"
"2024-07-08 00:00:00","10.50","10.50","127108","0.44","3349","0.05","0","0.00","5.42","5.42","-0.05","5.86","5.86","-0.04","2024-07-10 00:00:00","2024-11-27 00:00:00"
"2024-07-05 00:00:00","10.50","10.50","126548","0.22","3347","0.17","0","0.00","5.47","5.47","0.05","5.92","5.92","0.03","2024-07-09 00:00:00","2024-11-27 00:00:00"
"2024-07-04 00:00:00","10.50","10.50","126267","0.08","3342","0.54","0","0.00","5.46","5.46","0.00","5.92","5.93","0.00","2024-07-06 00:00:00","2024-11-27 00:00:00"
"2024-07-03 00:00:00","10.50","10.50","126164","0.40","3324","0.63","0","0.00","5.49","5.49","-1.20","5.93","5.93","-0.99","2024-07-04 00:00:00","2024-11-27 00:00:00"
"2024-07-02 00:00:00","10.50","10.50","125662","0.70","3303","-0.08","0","0.00","5.56","5.56","0.04","6.00","6.00","0.06","2024-07-04 00:00:00","2024-11-27 00:00:00"
"2024-07-01 00:00:00","10.50","10.50","124787","0.06","3306","-0.40","0","0.00","5.68","5.68","0.36","6.10","6.10","0.46","2024-07-02 00:00:00","2024-11-27 00:00:00"
"2024-06-28 00:00:00","10.50","10.50","124718","0.65","3319","-0.85","0","0.00","5.66","5.66","-0.01","6.07","6.07","-0.02","2024-07-02 00:00:00","2024-11-27 00:00:00"
"2024-06-27 00:00:00","10.50","10.50","123907","-0.32","3347","0.58","0","0.00","5.59","5.59","0.00","6.00","6.00","0.00","2024-06-29 00:00:00","2024-11-27 00:00:00"
"2024-06-26 00:00:00","10.50","10.50","124308","1.36","3328","0.52","0","0.00","5.50","5.50","0.00","5.89","5.89","-0.01","2024-06-28 00:00:00","2024-11-27 00:00:00"
"2024-06-25 00:00:00","10.50","10.50","122641","0.00","3311","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-26 00:00:00","2024-06-26 00:00:00"
"2024-06-24 00:00:00","10.50","10.50","122331","0.00","3301","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-26 00:00:00","2024-06-26 00:00:00"
"2024-06-21 00:00:00","10.50","10.50","122637","0.00","3296","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-25 00:00:00","2024-06-25 00:00:00"
"2024-06-20 00:00:00","10.50","10.50","121341","0.00","3299","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-21 00:00:00","2024-06-21 00:00:00"
"2024-06-19 00:00:00","10.50","10.50","120433","0.00","3298","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-20 00:00:00","2024-06-20 00:00:00"
"2024-06-17 00:00:00","10.50","10.50","119630","0.00","3301","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-19 00:00:00","2024-06-19 00:00:00"
"2024-06-14 00:00:00","10.50","10.50","119138","0.00","3306","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-17 00:00:00","2024-06-17 00:00:00"
"2024-06-13 00:00:00","10.50","10.50","119662","0.00","3313","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-15 00:00:00","2024-06-15 00:00:00"
"2024-06-12 00:00:00","10.50","10.50","119568","0.00","3296","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-13 00:00:00","2024-06-13 00:00:00"
"2024-06-11 00:00:00","10.50","10.50","119936","0.00","3320","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-12 00:00:00","2024-06-12 00:00:00"
"2024-06-07 00:00:00","10.50","10.50","120760","0.00","3345","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-10 00:00:00","2024-06-10 00:00:00"
"2024-06-06 00:00:00","10.50","10.50","120767","0.00","3359","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-07 00:00:00","2024-06-07 00:00:00"
"2024-06-05 00:00:00","10.50","10.50","122899","0.00","3359","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-07 00:00:00","2024-06-07 00:00:00"
"2024-06-04 00:00:00","10.50","10.50","121407","0.00","3356","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-06 00:00:00","2024-06-06 00:00:00"
"2024-06-03 00:00:00","10.50","10.50","121802","0.00","3364","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-04 00:00:00","2024-06-04 00:00:00"
"2024-05-31 00:00:00","10.50","10.50","122032","0.00","3372","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-06-03 00:00:00","2024-06-03 00:00:00"
"2024-05-29 00:00:00","10.50","10.50","122098","0.00","3382","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-31 00:00:00","2024-05-31 00:00:00"
"2024-05-28 00:00:00","10.50","10.50","122707","0.00","3371","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-29 00:00:00","2024-05-29 00:00:00"
"2024-05-24 00:00:00","10.50","10.50","124496","0.00","3375","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-27 00:00:00","2024-05-28 00:00:00"
"2024-05-23 00:00:00","10.50","10.50","124394","0.00","3378","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-22 00:00:00","10.50","10.50","124729","0.00","3375","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-21 00:00:00","10.50","10.50","125650","0.00","3384","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-20 00:00:00","10.50","10.50","127412","0.00","3387","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-17 00:00:00","10.50","10.50","127751","0.00","3391","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-16 00:00:00","10.50","10.50","128151","0.00","3392","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-14 00:00:00","10.50","10.50","128284","0.00","3380","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-13 00:00:00","10.50","10.50","128515","0.00","3368","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-10 00:00:00","10.50","10.50","128155","0.00","3377","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-09 00:00:00","10.50","10.50","127600","0.00","3398","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-08 00:00:00","10.75","10.75","128188","0.00","3389","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-07 00:00:00","10.75","10.75","129481","0.00","3398","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-06 00:00:00","10.75","10.75","129210","0.00","3395","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-03 00:00:00","10.75","10.75","128466","0.00","3393","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-05-02 00:00:00","10.75","10.75","128509","0.00","3392","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-30 00:00:00","10.75","10.75","127122","0.00","3376","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-29 00:00:00","10.75","10.75","125924","0.00","3382","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-26 00:00:00","10.75","10.75","127352","0.00","3375","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-25 00:00:00","10.75","10.75","126526","0.00","3367","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-24 00:00:00","10.75","10.75","124646","0.00","3361","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-23 00:00:00","10.75","10.75","124741","0.00","3365","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-22 00:00:00","10.75","10.75","125148","0.00","3373","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-19 00:00:00","10.75","10.75","125573","0.00","3380","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-18 00:00:00","10.75","10.75","125124","0.00","3391","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-17 00:00:00","10.75","10.75","124196","0.00","3387","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-16 00:00:00","10.75","10.75","124171","0.00","3391","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-15 00:00:00","10.75","10.75","124389","0.00","3403","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-12 00:00:00","10.75","10.75","125334","0.00","3413","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-11 00:00:00","10.75","10.75","125946","0.00","3424","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-10 00:00:00","10.75","10.75","127396","0.00","3418","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-09 00:00:00","10.75","10.75","128054","0.00","3418","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-08 00:00:00","10.75","10.75","129890","0.00","3421","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-05 00:00:00","10.75","10.75","128857","0.00","3422","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-04 00:00:00","10.75","10.75","126795","0.00","3422","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-03 00:00:00","10.75","10.75","127428","0.00","3414","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
"2024-04-02 00:00:00","10.75","10.75","127318","0.00","3412","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024-05-25 00:00:00","2024-05-27 00:00:00"
