"ticker","news_source","news_title","news_date","news_tags","news_description","news_url","news_image_url","created_at","updated_at"
"MXRF11","InfoMoney","FII MXRF11 anuncia 11ª emissão de cotas para captar até R$ 1,25 bilhão; veja detalhes","2025-10-07 00:00:00","Finanças","A emissão é voltada a investidores profissionais e pode elevar em 30% o patrimônio do fundo","https://www.infomoney.com.br/onde-investir/fii-mxrf11-anuncia-11a-emissao-de-cotas-para-captar-ate-r-125-bilhao-veja-detalhes/","https://www.infomoney.com.br/wp-content/uploads/2025/05/cropped-7114-e1758133397348.jpg?quality=70","2025-10-08 00:00:00","2025-10-08 00:00:00"
"MXRF11","InfoMoney","FII MXRF11 anuncia pagamento de novos dividendos; veja valor","2025-09-30 00:00:00","Finanças","Com base no preço atual, rendimento equivale a um dividend yield mensal de 1,02%.","https://www.infomoney.com.br/onde-investir/fii-mxrf11-anuncia-pagamento-de-novos-dividendos-veja-valor/","https://www.infomoney.com.br/wp-content/uploads/2025/09/dinheiro-promo.jpg?quality=70","2025-10-01 00:00:00","2025-10-01 00:00:00"
"VISC11","InfoMoney","Shoppings, escritórios e logística: o raio-x da Vinci em meio à consolidação dos FIIs","2025-09-27 00:00:00","Economia","VISC11 acumula resultado e preserva caixa, enquanto VIUR11 segue negociado com forte desconto","https://www.infomoney.com.br/onde-investir/shoppings-escritorios-e-logistica-o-raio-x-da-vinci-em-meio-a-consolidacao-dos-fiis/","https://www.infomoney.com.br/wp-content/uploads/2019/08/imoveis-fiis.jpg?fit=900%2C601&quality=70&strip=all","2025-09-28 00:00:00","2025-09-28 00:00:00"
"VIUR11","InfoMoney","Shoppings, escritórios e logística: o raio-x da Vinci em meio à consolidação dos FIIs","2025-09-27 00:00:00","Economia","VISC11 acumula resultado e preserva caixa, enquanto VIUR11 segue negociado com forte desconto","https://www.infomoney.com.br/onde-investir/shoppings-escritorios-e-logistica-o-raio-x-da-vinci-em-meio-a-consolidacao-dos-fiis/","https://www.infomoney.com.br/wp-content/uploads/2019/08/imoveis-fiis.jpg?fit=900%2C601&quality=70&strip=all","2025-09-28 00:00:00","2025-09-28 00:00:00"
"MFII11","InfoMoney","FII MFII11 negocia terrenos em SP para projetos residenciais de R$ 111 milhões","2025-09-23 00:00:00","Economia","Fundo assinou propostas para compra de áreas no Itaim Paulista e em Americanópolis.","https://www.infomoney.com.br/onde-investir/fii-mfii11-negocia-terrenos-em-sp-para-projetos-residenciais-de-r-111-milhoes/","https://www.infomoney.com.br/wp-content/uploads/2025/06/tierra-mallorca-NpTbVOkkom8-unsplash.jpg?quality=70","2025-09-24 00:00:00","2025-09-24 00:00:00"
"RZAK11","InfoMoney","Cinco FIIs distribuem dividendos hoje; RZAK11 lidera com R$ 1,15 por cota","2025-09-19 00:00:00","Finanças","Cinco fundos confirmaram pagamentos nesta sexta, com yields de até 1,39% ao mês","https://www.infomoney.com.br/onde-investir/cinco-fiis-distribuem-dividendos-hoje-rzak11-lidera-com-r-115-por-cota/","https://www.infomoney.com.br/wp-content/uploads/2020/07/cropped-fundos-imobiliarios-de-papel-capa.jpg?fit=640%2C853&quality=70&strip=all","2025-09-19 00:00:00","2025-09-19 00:00:00"
"CPSH11","InfoMoney","Cotistas do CPSH11 ignoram eventual conflito de interesse e aprovam venda de shopping","2025-09-17 00:00:00","Finanças","Segundo o comunicado, a transação está sujeita ao cumprimento de condições precedentes","https://www.infomoney.com.br/onde-investir/cotistas-do-cpsh11-ignoram-eventual-conflito-de-interesse-e-aprovam-venda-de-shopping/","https://www.infomoney.com.br/wp-content/uploads/2024/07/Captura-de-tela-2024-07-04-194806.png?quality=70","2025-09-18 00:00:00","2025-09-18 00:00:00"
"HSML11","InfoMoney","FII HSML11 prepara terreno para queda da Selic e mira ciclo de valorização","2025-09-17 00:00:00","Finanças","Com juros em 15%, fundo segura distribuições, mas pode adicionar valor em cenário de afrouxamento monetário","https://www.infomoney.com.br/onde-investir/fii-hsml11-prepara-terreno-para-queda-da-selic-e-mira-ciclo-de-valorizacao/","https://www.infomoney.com.br/wp-content/uploads/2025/05/pexels-pixabay-264507-1.jpg?fit=1200%2C800&quality=70&strip=all","2025-09-17 00:00:00","2025-09-17 00:00:00"
"CVBI11","InfoMoney","FIIs iniciam semana com dividendos; CVBI11 paga hoje R$ 1,05 por cota","2025-09-15 00:00:00","Finanças","No geral, os dividendos divulgados mostram yields que variam de 0,70% até 1,31%","https://www.infomoney.com.br/onde-investir/fiis-iniciam-semana-com-dividendos-cvbi11-paga-hoje-r-105-por-cota/","https://www.infomoney.com.br/wp-content/uploads/2025/06/daniel-dan-ZbMuzk8iJAI-unsplash.jpg?fit=640%2C427&quality=70&strip=all","2025-09-15 00:00:00","2025-09-15 00:00:00"
"GGRC11","InfoMoney","Reinvestir ou não dividendos? Simulação com FII GGRC11 mostra impacto na carteira","2025-09-13 00:00:00","Finanças","Simulação do InfoMoney com a Economatica mostra como a disciplina em reinvestir os proventos ajuda a proteger o patrimônio em períodos de baixa no mercado","https://www.infomoney.com.br/onde-investir/reinvestir-ou-nao-dividendos-simulacao-com-fii-ggrc11-mostra-impacto-na-carteira/","https://www.infomoney.com.br/wp-content/uploads/2025/07/19554.jpg?fit=1500%2C1000&quality=70&strip=all","2025-09-13 00:00:00","2025-09-13 00:00:00"
"KNUQ11","InfoMoney","Quatro fundos distribuem dividendos nesta quarta-feira; maior valor é do KNUQ11","2025-09-10 00:00:00","Finanças","Pagamentos variam entre R$ 0,82 e R$ 1,40 por cota, com yields de até 1,33% no mês","https://www.infomoney.com.br/onde-investir/quatro-fundos-distribuem-dividendos-nesta-quarta-feira-maior-valor-e-do-knuq11/","https://www.infomoney.com.br/wp-content/uploads/2025/07/daniel-dan-MFKO_qsfFJ8-unsplash.jpg?fit=640%2C427&quality=70&strip=all","2025-09-10 00:00:00","2025-09-10 00:00:00"
"OULG11","InfoMoney","FII OULG11 vende galpão logístico em Duque de Caxias (RJ) por R$ 87 milhões","2025-09-08 00:00:00","Finanças","Cotistas já haviam aprovado a alienação do ativo em assembleia realizada em 2024","https://www.infomoney.com.br/onde-investir/fii-oulg11-vende-de-galpao-logistico-em-duque-de-caxias-rj-por-r-87-milhoes/","https://www.infomoney.com.br/wp-content/uploads/2025/08/pexels-pixabay-209251-1.jpg?quality=70","2025-09-09 00:00:00","2025-09-09 00:00:00"
"TRXF11","InfoMoney","FIIs captam quase R$ 30 bi em 2025 e viram alternativa à “poupança sangrando”","2025-09-05 00:00:00","Finanças","O fundo Oportunidades Imobiliárias encabeça a lista das maiores captações entre as ofertas concluídas, com quase R$ 3 bilhões. O TRX Real Estate (TRXF11) – primeiro listado da relação","https://www.infomoney.com.br/onde-investir/fiis-captam-quase-r-30-bi-em-2025-e-viram-alternativa-a-poupanca-sangrando/","https://www.infomoney.com.br/wp-content/uploads/2019/06/imoveis-2.jpg?quality=70","2025-09-06 00:00:00","2025-09-06 00:00:00"
"XPML11","InfoMoney","FII XPML11 vende frações de 9 shoppings por R$ 1,6 bi; veja impacto nos dividendos","2025-08-29 00:00:00","Finanças","A participação nos empreendimentos foi negociada com a Riza Real Estate, que estruturaria um novo fundo imobiliário","https://www.infomoney.com.br/onde-investir/fii-xpml11-vende-fracoes-de-nove-shoppings-e-embolsa-r-16-bi/","https://www.infomoney.com.br/wp-content/uploads/2024/06/DJI_0140-HDR-DN-baixa-scaled-1.jpg?quality=70","2025-08-30 00:00:00","2025-08-30 00:00:00"
"MXRF11","InfoMoney","Fundo imobiliário MXRF11 anuncia dividendos de setembro; veja o valor","2025-08-29 00:00:00","Finanças","Provento representa dividend yield de 1,04% sobre o valor de mercado do fundo","https://www.infomoney.com.br/onde-investir/fundo-imobiliario-mxrf11-anuncia-dividendos-de-setembro-veja-o-valor/","https://www.infomoney.com.br/wp-content/uploads/2025/03/cropped-high-angle-office-items-with-piggy-bank-growth-chart-1.jpg?quality=70","2025-08-30 00:00:00","2025-08-30 00:00:00"
"RBVA11","InfoMoney","FII RBVA11 vende mais uma agência e já soma R$ 225 mi em 'reciclagem de portfólio'","2025-08-08 00:00:00","Finanças","Inicialmente concentrado em ativos do setor bancário, o FII reduziu essa exposição para menos de 26% do patrimônio total","https://www.infomoney.com.br/onde-investir/fii-rbva11-vende-mais-uma-agencia-e-ja-soma-r-225-mi-em-reciclagem-de-portfolio/","https://www.infomoney.com.br/wp-content/uploads/2025/06/ali-mkumbwa-OnRPps1wPus-unsplash.jpg?quality=70","2025-08-09 00:00:00","2025-08-09 00:00:00"
"HSLG11","Money Times","Valor patrimonial do HSLG11 sobe após reavaliação de imóveis; IFIX recua pelo terceiro dia seguido – Money Times","2025-07-18 00:00:00","Finanças","O fundo imobiliário HSI Logística (HSLG11) informou que o valor patrimonial de suas cotas subiu 7,11% em junho, após a reavaliação dos ativos para renda","https://www.moneytimes.com.br/valor-patrimonial-do-hslg11-sobe-apos-reavaliacao-de-imoveis-ifix-recua-pelo-terceiro-dia-seguido-igdl/","https://www.moneytimes.com.br/uploads/2025/02/fundos-imobiliarios-taxas-.jpg","2025-07-18 00:00:00","2025-07-18 00:00:00"
"TOPP11","Money Times","Fundo imobiliário reajusta aluguel de edifício em 26%; após bater máxima histórica, IFIX volta a cair – Money Times","2025-07-08 00:00:00","Finanças","O fundo imobiliário RBR Top Offices (TOPP11) anunciou, em seu mais recente relatório gerencial, que concluiu, no mês de junho, mais uma revisão no aluguel","https://www.moneytimes.com.br/fundo-imobiliario-reajusta-aluguel-de-edificio-em-26-apos-bater-maxima-historica-ifix-volta-a-cair-igdl/","https://www.moneytimes.com.br/uploads/2025/05/dividendos-fundos-imobiliarios-fiis-imagem-canvagetty-images.png","2025-07-08 00:00:00","2025-07-08 00:00:00"
"HPDP11","Money Times","Fundo imobiliário tem queda no valor patrimonial após reavaliação de imóvel; IFIX avança e se aproxima do topo histórico – Money Times","2025-07-04 00:00:00","Finanças","O fundo imobiliário Hedge Shopping Parque Dom Pedro (HPDP11) comunicou na quinta-feira (3) uma desvalorização patrimonial após a reavaliação do único","https://www.moneytimes.com.br/fundo-imobiliario-tem-queda-no-valor-patrimonial-apos-reavaliacao-de-imovel-ifix-avanca-e-fica-perto-do-topo-historico-igdl/","https://www.moneytimes.com.br/uploads/2025/07/shopping-parque-dom-pedro-imagem-divulgacaoallos.png","2025-07-04 00:00:00","2025-07-04 00:00:00"
"HGRU11","InfoMoney","FIIs elevam em até 200% os dividendos de julho; veja as maiores altas","2025-07-03 00:00:00","Finanças","Fundos como TRXF11 e HGRU11 entregam dividend yields acima de 1,5% com repasses extraordinários","https://www.infomoney.com.br/onde-investir/fiis-elevam-em-ate-200-os-dividendos-de-julho-veja-as-maiores-altas/","https://www.infomoney.com.br/wp-content/uploads/2024/12/graph-163509_1920.jpg?fit=1920%2C1080&quality=70&strip=all","2025-07-03 00:00:00","2025-07-03 00:00:00"
"TRXF11","InfoMoney","FIIs elevam em até 200% os dividendos de julho; veja as maiores altas","2025-07-03 00:00:00","Finanças","Fundos como TRXF11 e HGRU11 entregam dividend yields acima de 1,5% com repasses extraordinários","https://www.infomoney.com.br/onde-investir/fiis-elevam-em-ate-200-os-dividendos-de-julho-veja-as-maiores-altas/","https://www.infomoney.com.br/wp-content/uploads/2024/12/graph-163509_1920.jpg?fit=1920%2C1080&quality=70&strip=all","2025-07-03 00:00:00","2025-07-03 00:00:00"
"XPLG11","Valor Econômico","RBR vende toda a carteira de logística para a XP e remodela portfólio","2025-06-30 00:00:00","Finanças","Parte do pagamento pelos galpões será feita em cotas do fundo XPLG11, o terceiro maior do segmento","https://valor.globo.com/financas/noticia/2025/06/30/rbr-vende-toda-a-carteira-de-logistica-para-a-xp-e-remodela-portfolio.ghtml","https://s2-valor.glbimg.com/uBhijqRZogN3962VEGrQo1JOxms=/1200x/smart/filters:cover():strip_icc()/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/8/l/F0ULplQXSrLNYNwL52EA/071123ricardo020.jpg","2025-07-01 00:00:00","2025-07-01 00:00:00"
"NEWU11","Money Times","Fundo imobiliário vende imóvel com lucro de R$ 3,88 por cota; IFIX engata 3ª alta seguida – Money Times","2025-06-27 00:00:00","Finanças","O fundo imobiliário NewPort Renda Urbana (NEWU11) anunciou na quinta-feira (26) a venda de todas as suas unidades no Edifício Suarez Trade, localizado em","https://www.moneytimes.com.br/fundo-imobiliario-vende-imovel-com-lucro-de-r-388-por-cota-ifix-engata-3a-alta-seguida-gmda-igdl/","https://www.moneytimes.com.br/uploads/2025/05/volatilidade-fiis-imagem-canvagetty-images.png","2025-06-27 00:00:00","2025-06-27 00:00:00"
"ALZR11","InfoMoney","FIIs XPML11 e ALZR11 pagam dividendos nesta quarta; veja os maiores rendimentos","2025-06-25 00:00:00","Finanças","Pagamentos incluem dividend yields acima de 1% e repasses de até R$ 1 por cota","https://www.infomoney.com.br/onde-investir/xpml11-e-alzr11-pagam-dividendos-nesta-quarta-veja-os-maiores-rendimentos-do-dia/","https://www.infomoney.com.br/wp-content/uploads/2025/01/pexels-joslyn-pickens-2185980-3833052.jpg?quality=70","2025-06-25 00:00:00","2025-06-25 00:00:00"
"CNES11","Money Times","Fundo imobiliário enfrenta rescisão de contrato, mas anuncia dividendo extraordinário; entenda – Money Times","2025-06-25 00:00:00","Finanças","O fundo imobiliário CENESP (CNES11) informou na terça-feira (24) que, após o recebimento do pagamento referente a um contrato de locação vencido, aprovou","https://www.moneytimes.com.br/fundo-imobiliario-enfrenta-rescisao-de-contrato-mas-anuncia-dividendo-extraordinario-entenda-igdl/","https://www.moneytimes.com.br/uploads/2025/04/fiis-de-tijolo.png","2025-06-25 00:00:00","2025-06-25 00:00:00"
"TRXF11","Money Times","Fundo imobiliário TRXF11 anuncia compra de imóvel alugado ao Assaí; IFIX volta a subir – Money Times","2025-06-25 00:00:00","Finanças","O fundo imobiliário TRX Real Estate (TRXF11) firmou compromisso para adquirir um novo imóvel localizado em Caldas Novas (GO), atualmente locado ao Assaí","https://www.moneytimes.com.br/fundo-imobiliario-trxf11-anuncia-compra-de-imovel-alugado-ao-assai-ifix-volta-a-subir-igdl/","https://www.moneytimes.com.br/uploads/2024/09/assai-1.jpg","2025-06-25 00:00:00","2025-06-25 00:00:00"
"XPML11","InfoMoney","FIIs XPML11 e ALZR11 pagam dividendos nesta quarta; veja os maiores rendimentos","2025-06-25 00:00:00","Finanças","Pagamentos incluem dividend yields acima de 1% e repasses de até R$ 1 por cota","https://www.infomoney.com.br/onde-investir/xpml11-e-alzr11-pagam-dividendos-nesta-quarta-veja-os-maiores-rendimentos-do-dia/","https://www.infomoney.com.br/wp-content/uploads/2025/01/pexels-joslyn-pickens-2185980-3833052.jpg?quality=70","2025-06-25 00:00:00","2025-06-25 00:00:00"
"HDEL11","Money Times","Fundo imobiliário tem queda de 5% no valor patrimonial após reavaliação de imóvel; IFIX recua em meio a tensões globais – Money Times","2025-06-24 00:00:00","Finanças","O fundo imobiliário Hedge Desenvolvimento Logístico (HDEL11) comunicou na segunda-feira (23) uma queda de 5,39% no valor patrimonial da sua cota, após","https://www.moneytimes.com.br/fundo-imobiliario-tem-queda-de-5-no-valor-patrimonial-apos-reavaliacao-de-imovel-ifix-recua-igdl/","https://www.moneytimes.com.br/uploads/2025/06/fiis-fundos-imobiliarios-queda-imagem-canvagetty-images.png","2025-06-24 00:00:00","2025-06-24 00:00:00"
"RBRR11","InfoMoney","IRDM11 e outros FIIs pagam dividendos hoje; veja quem está na lista","2025-06-17 00:00:00","Finanças","Dividendos de IRDM11, RBRR11 e outros fundos chegam a yield de até 1,20%","https://www.infomoney.com.br/onde-investir/irdm11-e-outros-fiis-pagam-dividendos-hoje-veja-quem-esta-na-lista/","https://www.infomoney.com.br/wp-content/uploads/2025/06/dividendos-negocios-grafico-alta-crescimento.jpg?fit=1120%2C720&quality=70&strip=all","2025-06-17 00:00:00","2025-06-17 00:00:00"
"IRDM11","InfoMoney","IRDM11 e outros FIIs pagam dividendos hoje; veja quem está na lista","2025-06-17 00:00:00","Finanças","Dividendos de IRDM11, RBRR11 e outros fundos chegam a yield de até 1,20%","https://www.infomoney.com.br/onde-investir/irdm11-e-outros-fiis-pagam-dividendos-hoje-veja-quem-esta-na-lista/","https://www.infomoney.com.br/wp-content/uploads/2025/06/dividendos-negocios-grafico-alta-crescimento.jpg?fit=1120%2C720&quality=70&strip=all","2025-06-17 00:00:00","2025-06-17 00:00:00"
"GGRC11","Money Times","GGRC11 rescinde compromisso de compra de imóveis do AURB11; IFIX aprofunda queda – Money Times","2025-06-11 00:00:00","Economia","O fundo imobiliário GGR Covepi Renda (GGRC11) comunicou a rescisão do compromisso de compra dos imóveis Urban Hub Guarulhos e Urban Hub Mauá, em São","https://www.moneytimes.com.br/ggrc11-rescinde-compromisso-de-compra-de-imoveis-do-aurb11-ifix-tem-mais-um-dia-de-queda-igdl/","https://www.moneytimes.com.br/uploads/2024/11/queda.jpg","2025-06-11 00:00:00","2025-06-11 00:00:00"
"AURB11","Money Times","GGRC11 rescinde compromisso de compra de imóveis do AURB11; IFIX aprofunda queda – Money Times","2025-06-11 00:00:00","Economia","O fundo imobiliário GGR Covepi Renda (GGRC11) comunicou a rescisão do compromisso de compra dos imóveis Urban Hub Guarulhos e Urban Hub Mauá, em São","https://www.moneytimes.com.br/ggrc11-rescinde-compromisso-de-compra-de-imoveis-do-aurb11-ifix-tem-mais-um-dia-de-queda-igdl/","https://www.moneytimes.com.br/uploads/2024/11/queda.jpg","2025-06-11 00:00:00","2025-06-11 00:00:00"
"OUJP11","Money Times","Fundos imobiliários: Ourinvest JPP tem maior alta, e IFIX recua com avanço de juros futuros – Money Times","2025-06-05 00:00:00","Finanças","O fundo imobiliário Ourinvest JPP (OUJP11) registrou a maior alta no pregão de FIIs desta quarta-feira (4), ao subir 1,91% e encerrar o dia cotado a R$","https://www.moneytimes.com.br/fundos-imobiliarios-ifix-volta-a-cair-igdl/","https://www.moneytimes.com.br/uploads/2024/12/queda-ibovespa.jpg","2025-06-05 00:00:00","2025-06-05 00:00:00"
"MXRF11","InfoMoney","Permuta financeira é 'tempero' do FII MXRF11, diz gestor; saiba como funciona","2025-06-04 00:00:00","Finanças","A alocação em permutas financeiras está abaixo do teto regulatório de 20% do fundo, atualmente girando em torno de 7%","https://www.infomoney.com.br/onde-investir/permuta-financeira-e-tempero-do-fii-mxrf11-diz-gestor-saiba-como-funciona/","https://www.infomoney.com.br/wp-content/uploads/2025/05/pexels-sevenstormphotography-443383-1.jpg?fit=1200%2C900&quality=70&strip=all","2025-06-04 00:00:00","2025-06-04 00:00:00"
"TRXF11","Suno Notícias","TRXF11 mantém valor de dividendos; confira a data de pagamento","2025-06-02 00:00:00","Fundos Imobiliários (FIIs), dividendos, Fundos Imobiliários (FIIs), TRXF11","O FII TRXF11 anunciou o pagamento de rendimentos em junho. Clique aqui para saber os detalhes sobre os dividendos do TRXF11.","https://www.suno.com.br/noticias/trxf11-dividendos-junho-2025/","https://files.sunoresearch.com.br/n/uploads/2025/06/TRXF11-mercado.jpg","2025-06-02 00:00:00","2025-06-02 00:00:00"
"GARE11","Suno Notícias","GARE11 anuncia dividendos para junho; veja valor e datas","2025-06-02 00:00:00","Fundos Imobiliários (FIIs), dividendos, Fundos Imobiliários (FIIs)","O FII GARE11 anunciou o pagamento de rendimentos em junho. Clique aqui para saber os detalhes sobre os dividendos do GARE11.","https://www.suno.com.br/noticias/gare11-dividendos-junho-2025/","https://files.sunoresearch.com.br/n/uploads/2025/05/GARE11-grupo-Mateus.jpg","2025-06-02 00:00:00","2025-06-02 00:00:00"
"XPCI11","Suno Notícias","XPCI11 paga maiores dividendos em 10 meses; veja resultado","2025-06-01 00:00:00","Fundos Imobiliários (FIIs), Fundos Imobiliários (FIIs)","O fundo imobiliário XPCI11 lucrou R$ 7,8 milhões e pagou seu maior dividendo dos últimos 10 meses. Confira valores.","https://www.suno.com.br/noticias/fundo-imobiliario-xpci11-lucra-abril-paga-maior-dividendo-10-meses/","http://files.sunoresearch.com.br/n/uploads/2023/05/mercado-fiis.jpg","2025-06-01 00:00:00","2025-06-01 00:00:00"
"VISC11","Suno Notícias","VISC11 compra mais 25% de shopping por R$ 119,8 milhões","2025-05-31 00:00:00","Fundos Imobiliários (FIIs), dividendos, Fundos Imobiliários (FIIs), shopping center, VISC11","VISC11 assinou um memorando de entendimentos para a compra de mais 25% do Shopping Paralela, em Salvador (BA).","https://www.suno.com.br/noticias/visc11-compra-mais-shopping-119-milhoes/","https://files.sunoresearch.com.br/n/uploads/2025/05/VISC11-Shopping-Paralela-Salvador.jpg","2025-05-31 00:00:00","2025-05-31 00:00:00"
"MAXR11","Suno Notícias","MAXR11 convoca cotistas para decidir sobre venda milionária","2025-05-31 00:00:00","Fundos Imobiliários (FIIs), Fundos Imobiliários (FIIs)","O fundo imobiliário MAXR11 anunciou os resultados do mês e convocou os cotistas para decidir sobre a venda de um imóvel. Confira qual.","https://www.suno.com.br/noticias/fii-maxr11-anuncia-resultados-convoca-cotistas-decidir-venda-imovel/","https://files.sunoresearch.com.br/n/uploads/2022/06/Modelo2.jpg","2025-05-31 00:00:00","2025-05-31 00:00:00"
"LIFE11","Suno Notícias","Fundo imobiliário LIFE11 dá início a 8ª emissão de cotas","2025-05-31 00:00:00","Fundos Imobiliários (FIIs), Fundos Imobiliários (FIIs)","Fundo imobiliário LIFE11 iniciou sua 8ª oferta de emissão de cotas. Clique aqui para saber tudo sobre os planos do LIFE11.","https://www.suno.com.br/noticias/fundo-imobiliario-life11-8-oferta-cotas/","https://files.sunoresearch.com.br/n/uploads/2025/05/FIIs-IFIX-predios-pb-1.jpg","2025-05-31 00:00:00","2025-05-31 00:00:00"
"SNCI11","Suno Notícias","SNCI11 reforça gestão ativa da carteira com novas alocações","2025-05-31 00:00:00","Fundos Imobiliários (FIIs), Fundos Imobiliários (FIIs), SUNO Asset","Com cotação de mercado a R$ 89,53 no fim de abril, o SNCI11 terminou o mês com P/VP de 0,92x e rentabilidade de 0,55%.","https://www.suno.com.br/noticias/snci11-reforca-estrategia-com-novas-alocacoes-e-gestao-ativa-da-carteira/","http://files.sunoresearch.com.br/n/uploads/2022/07/snci11-capa-scaled-e1656698930345.jpg","2025-05-31 00:00:00","2025-05-31 00:00:00"
"MXRF11","Money Times","MXRF11 segue com perspectiva positiva, mas há pontos de atenção; veja quais – Money Times","2025-05-31 00:00:00","Finanças","O fundo imobiliário Maxi Renda (MXRF11), o maior da Bolsa de Valores em número de cotistas, permanece com perspectiva positiva, de acordo com avaliação","https://www.moneytimes.com.br/mxrf11-segue-com-perspectiva-positiva-mas-ha-pontos-de-atencao-diz-bb-investimentos-igdl/","https://www.moneytimes.com.br/uploads/2023/05/fundos-imobiliarios-fiis-mxrf11-maxi-renda-capa-mt.jpg","2025-06-01 00:00:00","2025-06-01 00:00:00"
"MXRF11","InfoMoney","FII ""mais pop"" da Bolsa se aproxima de 1,3 mi de cotistas – e dividendos acima do CDI","2025-05-30 00:00:00","Finanças","Com faixa de R$ 10 por cota e uma carteira robusta de CRIs, o MXRF11 se tornou o FII queridinho da Bolsa","https://www.infomoney.com.br/onde-investir/fii-mais-pop-da-bolsa-se-aproxima-de-13-mi-de-cotistas-e-dividendos-acima-do-cdi/","https://www.infomoney.com.br/wp-content/uploads/2025/05/pexels-sevenstormphotography-443399-1.jpg?fit=1200%2C900&quality=70&strip=all","2025-05-30 00:00:00","2025-05-30 00:00:00"
"MXRF11","Suno Notícias","MXRF11 projeta captar R$ 1 bilhão e pede aval para oferta","2025-05-30 00:00:00","Fundos Imobiliários (FIIs), Fundos Imobiliários (FIIs), MXRF11","MXRF11 convocou AGE em que pede aprovação aos investidores para a nova emissão, que tem a intenção de captar R$ 1 bilhão.","https://www.suno.com.br/noticias/mxrf11-projeta-captar-1-bilhao-oferta/","http://files.sunoresearch.com.br/n/uploads/2025/05/FIIs-captacao-emissoes-9.jpg","2025-05-30 00:00:00","2025-05-30 00:00:00"
"RECT11","Suno Notícias","Fundo imobiliário ganha fôlego: RECT11 adia amortização de CRI","2025-05-30 00:00:00","Fundos Imobiliários (FIIs), Fundos Imobiliários (FIIs), RECT11","Fundo imobiliário RECT11 aprovou adiamento por mais 12 meses das amortizações do CRI Barra da Tijuca Corporate.","https://www.suno.com.br/noticias/fundo-imobiliario-rect11-adia-amortizacao-de-cri/","https://files.sunoresearch.com.br/n/uploads/2025/05/FIIs-IFIX-predios-pb-2.jpg","2025-05-30 00:00:00","2025-05-30 00:00:00"
"SNEL11","Suno Notícias","SNEL11 projeta ganhos para cotistas com MP do setor elétrico","2025-05-29 00:00:00","Fundos Imobiliários (FIIs), Fundos Imobiliários (FIIs), SNEL11, SUNO Asset","SNEL11 encerrou o pregão desta terça-feira (27) em alta de 0,35%, a R$ 8,62., impulsionado pela publicação da Medida Provisória 1.300/2025.","https://www.suno.com.br/noticias/snel11-alta-e-projeta-beneficios-mp-setor-eletrico/","http://files.sunoresearch.com.br/n/uploads/2024/04/iStock-2032036470.jpg","2025-05-29 00:00:00","2025-05-29 00:00:00"
"SNEL11","Suno Notícias","SNEL11 desafia “fetiche” do P/VP e prioriza entrega de retorno real","2025-05-28 00:00:00","Fundos Imobiliários (FIIs), energia, energia fotovoltaica, energia solar, Fundos Imobiliários (FIIs), SNEL11","SNEL11, fundo imobiliário da Suno Asset que investe na gestão de usinas solares, desafia uma das métricas mais comuns do mercado de FIIs,","https://www.suno.com.br/noticias/snel11-desafia-fetiche-p-vp-entrega-retorno-real/","https://files.sunoresearch.com.br/n/uploads/2025/05/SNEL11-fotovoltaicos-2.jpg","2025-05-28 00:00:00","2025-05-28 00:00:00"
"HGBS11","InfoMoney","FII HGBS11 mira São Paulo e 'cidades do agro' para fortalecer portfólio; entenda","2025-05-28 00:00:00","Finanças","Gestão reforça foco em ativos de São Paulo e vê cidades impulsionadas pelo agronegócio como pilar da carteira","https://www.infomoney.com.br/onde-investir/fii-hgbs11-mira-sao-paulo-e-cidades-do-agro-para-fortalecer-portfolio-entenda/","https://www.infomoney.com.br/wp-content/uploads/2025/05/WhatsApp-Image-2025-05-21-at-14.29.03-1.jpeg?quality=70","2025-05-28 00:00:00","2025-05-28 00:00:00"
"TRXF11","Suno Notícias","TRXF11 acerta venda de imóvel locado ao Assaí (ASAI3) no Piauí ","2025-05-27 00:00:00","Fundos Imobiliários (FIIs), Assaí (ASAI3), Fundos Imobiliários (FIIs), TRXF11","TRXF11 assinou um memorando de entendimentos para a venda de imóvel locado ao Assaí (ASAI3) em Teresina (PI), pelo valor de R$ 69 milhões.","https://www.suno.com.br/noticias/trxf11-venda-imovel-assai-asai3-piaui/","https://files.sunoresearch.com.br/n/uploads/2025/05/trxf11-assai-teresina-scaled.jpg","2025-05-27 00:00:00","2025-05-27 00:00:00"
"SNEL11","Suno Notícias","Fundos imobiliários de energia: conheça principais atrativos","2025-05-27 00:00:00","Fundos Imobiliários (FIIs), energia, Fundos Imobiliários (FIIs), SNEL11, SUNO Asset","Fundos imobiliários de energia, como o SNEL11, ganham espaço no radar de investidores com foco em infraestrutura energética","https://www.suno.com.br/noticias/fundos-imobiliarios-energia-avancam-dividendos-isencao/","https://files.sunoresearch.com.br/n/uploads/2025/05/SNEL11-fotovoltaicos-5.jpg","2025-05-27 00:00:00","2025-05-27 00:00:00"
